price,bed,bath,sqft,addr,desc,info
"$529,900",0,0,Land,"109 Whitefish Pl, Nanaimo, BC, V9T 0N2",SPECTACULAR OCEAN VIEW building lots are ready to build on. You'll enjoy the most amazing panoramic ocean views across the Georgia Strait or over the Winchelsea Islands. Conveniently located in Nanaimo's North end above Laguna Way and adjacent to Lost Lake Park. A comprehensive building scheme is in place to ensure high quality residences to protect your investment. A variety of lot types are available that would suit a main level entry home or a hillside walk-up - drive by and take a look - you will surely be impressed. Oceancrest Phase 3 - the perfect place to call home. Build your dream home here! All data including measurements are from sources which we believe to be reliable but should be verified if deemed to be important.,"{'Property Tax': '$2,938 (2022)', 'Last Updated': 'Sat, May 13, 2023', 'MLS® #': '930726', 'Date Listed': 'May 4, 2023', 'Property Type': 'Vacant Land', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot'}"
"$1,395,000",4,3,"1,871","3 Monashee Way, Big White, BC, V1P 1P3","Masterful architecture design in these private stand-alone 1871 sqft to 2100 sqft chalets nestled right off Serwa ski run. Direct access to snowmobile trails. Step into luxury at this lavish chalet at Big White Ski Resort! This chalet has 4 bedrooms, 3 bathrooms, a heated garage (perfect for all your toys!) and features gorgeous views of the Monashee Mountains. The open concept with tall ceilings, opulent features and design quality. Every element has been thoughtfully curated for functionality and flow. Abundance of space inside and out; as the exterior offers both a back patio (with optional hot-tub add in) and a large covered front deck. Incredible home for families and entertaining with a spacious rec room on the lower level for all the fun and games. No rental restrictions, similar properties are grossing $60,000- $90,000 per year. There is still time to customize this amazing chalet. (id:38686)","{'Property Tax': 'N/A', 'Last Updated': 'Mon, July 31, 2023', 'MLS® #': '10279598', 'Date Listed': 'Jul 28, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,871 SQFT', 'Partial Bathroom': '0', 'Heating': 'Baseboard heaters, Electric, Propane', 'Flooring': 'Tile, Carpeted', 'Roof': 'Asphalt shingle, Conventional', 'Sewer': 'Municipal sewage system', 'Parking Features': 'Attached Garage', 'Exterior Features': 'Stone, Wood siding'}"
"$749,000",3,3,"2,040","1651 Sheriff Way, Nanaimo, BC, V9T 4A4","For additional information, please click on Brochure button below.  This 3 bedroom, 3 bathroom home with ocean view to Newcastle and Gabriola Islands is situated on a quiet street in desirable Sherwood Forest. Departure Bay beach, Linley Valley hiking trails and 3 schools are nearby. The large maintenance-free lot features native forest with a sunny south exposure for both decks. One of 5 homes on a private drive, it offers 2040 sq ft finished space plus a large garage. Main living area and bedrooms are on the second level, with large family room and 3rd bath/laundry at ground level. A heat pump in the family room supplements baseboard and propane fireplace heating. (id:38686)","{'Property Tax': '$4,338', 'Last Updated': 'Mon, July 24, 2023', 'MLS® #': '930821', 'Date Listed': 'May 5, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,040 SQFT', 'Subdivision': 'SHERWOOD FOREST', 'Heating': 'Heat Pump, Baseboard heaters, Propane'}"
"$649,900",2,2,861,"302-1250 Stewart Ave, Nanaimo, BC, V9S 4C9","This is what people dream of when they think of moving to the island!
Conveniently located at street level, this 860+ sq ft unit offers beautiful views of Saysutshun channel and Newcastle Marina and is walking distance to the ferry terminal, float planes, restaurants and the beautiful Nanaimo sea wall. Step inside and fall in love with the spacious open concept floor plan and take notice of the high end finishings throughout. Walk through your dual french doors that allow natural light to bathe the interior of your home and have a seat on your deck that overlooks the Nanaimo harbour and Newcastle island marine park. Hosting 2 bedrooms and 2 bathrooms, this spacious condo is perfect for those seeking comfort and style, offering in-suite laundry and a locked off bedroom with en-suite, providing privacy for a renter or when hosting family. With secure underground parking and embracing a pet friendly and rental permitted policy, this home accommodates your lifestyle choices. Msmts approx.","{'Property Tax': '$2,795 (2020)', 'Last Updated': 'Wed, July 12, 2023', 'MLS® #': '937260', 'Date Listed': 'Jul 12, 2023', 'Property Type': 'Condo', 'Square Footage': '861 SQFT', 'Subdivision': 'MARINASIDE/PALSM RESORT', 'Rooms': '8', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Cats OK, Dogs OK, Number Limit, Size Limit', 'Stories': '5', 'Flooring': 'Tile', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot', 'Parking Features': 'Underground', 'Fireplace Features': 'Electric', 'Exterior Features': 'Balcony/Patio, Sprinkler System'}"
"$459,900",2,2,"1,144","404-33 Mount Benson St, Nanaimo, BC, V9S 5L2","OCEANFRONT Lifestyle, Large Living room, Immediate possession. Welcome to Harbour Towers, this 55+ well-maintained building is conveniently located footsteps away from the beautiful seawall, the Yacht club, and within walking distance of Downtown Nanaimo and an easy commute to shopping, Ferries, seaplanes, marinas, and much more. This 2 large bedroom, 1.5 bathrooms (2pc ensuite) unit has a large Living room and Dining room where the size would rival many of the newer constructed units around town. With the Concrete construction, you won’t hear your neighbors above you like you would in a wood-constructed condo. There is ample natural light due to large windows throughout out.
Walk through the kitchen to an enclosed deck space that is perfect for enjoying the cool ocean breeze or storm watching on those gusty winter days or just sitting and watching the boats come in. Measurements approximate - buyer to verify if important. No pets allowed","{'Property Tax': '$2,212 (2022)', 'Last Updated': 'Tue, July 11, 2023', 'MLS® #': '924547', 'Date Listed': 'Mar 1, 2023', 'Property Type': 'Condo', 'Square Footage': '1,144 SQFT', 'Rooms': '10', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'No', 'Stories': '8', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot', 'Parking Features': 'Other', 'Fireplace Features': 'Electric'}"
"$1,000,000",5,3,"3,050","2560 Lynburn Cres, Nanaimo, BC, V9S 3T4","Classic 3050 Sqft 4-5 brm and Den, 3 bathroom level entry situated on a premiere block in desirable Lynburn Estates. This home is on a large lot positioned to maximize spectacular 280 degree Departure Bay views. Professionally designed and landscaped by Island Eco-Scapes. Huge rear deck enjoys the active views of the bay, gardens, Entrance Island & Vancouver beyond. Inside are spacious light filled rooms & charming features such as coved ceilings, newer flooring, 2 wood burning fireplaces & plaster walls. A huge dining room with wall of windows & easy deck access.  The walk-out basement offers a 2 more bedrooms, 3 pc bath, 2 l large rec room (one was another bedroom). This well maintained home has a lot of original charm throughout, newer hot water tank, Heat Pump, Furnace and Roof. Double Garage & outside storage areas. Walk to swimming beaches & tennis courts from this amazing location of fine homes. All measurements are approximate & should be verified if relying upon.","{'Property Tax': '$4,747 (2022)', 'Last Updated': 'Mon, July 24, 2023', 'MLS® #': '937188', 'Date Listed': 'Jul 19, 2023', 'Property Type': 'Single Family', 'Square Footage': '3,050 SQFT', 'Rooms': '22', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Full, Partially Finished', 'Flooring': 'Basement Slab, Mixed, Wood', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer To Lot', 'Parking Features': 'Garage Double, Other', 'Fireplace Features': 'Gas, Wood Burning', 'Exterior Features': 'Balcony/Deck, Fencing: Partial, Security System, Sprinkler System', 'Building Features': 'Basement, Transit Nearby, See Remarks'}"
"$1,099,900",6,4,"3,518","3479 Santa Fe Pl, Nanaimo, BC, V9T 0A6","Welcome to Rockridge Estates! This desirable, main level entry walkout basement family home offers a spacious layout featuring 6 bedrooms, including a bonus family room and 4 bathrooms, with a 2 bedroom legal suite. The home's original hardwood flooring adds a touch of charm, while the amazing vaulted ceilings create an open and airy ambiance. The executive finishings, maple cabinetry and granite countertops throughout the property exude elegance and luxury. The primary bedroom is complete with an ensuite featuring a soaker tub and shower, as well as a large walk-in closet with custom shelving. Key features include Natural Gas furnace, Heat Pump, and 2 gas fireplaces. The exterior boasts Hardi plank siding and cedar pillars. Located in a desirable family neighborhood in North Nanaimo, this home is close to all shopping and amenities. Measurements approx, please verify.","{'Property Tax': '$6,195 (2022)', 'Last Updated': 'Thu, July 27, 2023', 'MLS® #': '938491', 'Date Listed': 'Jul 27, 2023', 'Property Type': 'Single Family', 'Square Footage': '3,518 SQFT', 'Subdivision': 'ROCKRIDGE', 'Rooms': '24', 'Heating': 'Forced Air, Heat Pump, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full, Walk-Out Access, With Windows', 'Flooring': 'Hardwood, Mixed, Wood', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage Double, On Street, RV Access/Parking', 'Fireplace Features': 'Gas', 'Exterior Features': 'Balcony/Deck, Balcony/Patio, Fencing: Full, Low Maintenance Yard'}"
"$899,900",5,3,"2,783","315 Kennedy St, Nanaimo, BC, V9R 2J2","Welcome to this charming character home in the Old City Quarter w/ picturesque city, ocean & mountains views.This property offers a versatile floor plan, providing ample space for your family's needs.There is also a detached carriage house w/ 1 bed & 1 bath, perfect for guests or as a rental unit.The unfinished basement presents a fantastic opportunity to bring your creative ideas to life.Step inside and be greeted by the timeless appeal of original hardwood flooring and almost 9ft-high ceilings.The home exudes character with charming wainscoting.The location couldn't be more convenient within walking distance to downtown, shopping, amenities, boutiques & restaurants.The well-appointed kitchen features a walk-in pantry, ensuring ample storage space.Additional highlights of this property include a garage/shop and a generously sized Old City duplex residential lot.Measurements approximate, please verify if important.","{'Property Tax': '$4,567 (2022)', 'Last Updated': 'Wed, July 26, 2023', 'MLS® #': '936971', 'Date Listed': 'Jul 13, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,783 SQFT', 'Rooms': '23', 'Heating': 'Baseboard, Hot Water, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Unfinished, Walk-Out Access', 'Flooring': 'Mixed, Wood', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Garage, On Street', 'Fireplace Features': 'Wood Burning, Wood Burning Stove', 'Exterior Features': 'Balcony/Patio, Garden'}"
"$326,000",0,0,Land,"925 Old Victoria Rd, Nanaimo, BC, V9R 0L3","Brand new single family strata lot with underground services! Over 6400 sqft lot able to build for this property would be main level entry with basement with or without 2 bedrooms basement suite with rear lane access. Located to all amenities such as schools, shopping, parks, trails, seaplanes, Downtown Nanaimo, restaurants, and more. Plus GST and no strata fee.","{'Property Tax': '$330 (2022)', 'Last Updated': 'Tue, June 13, 2023', 'MLS® #': '930060', 'Date Listed': 'Apr 26, 2023', 'Property Type': 'Vacant Land', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Nanaimo', 'Sewer': 'Sewer To Lot', 'Parking Features': 'Other'}"
"$309,900",1,bath,537,"102-311 Mt. Benson St, Nanaimo, BC, V9S 1B7","THIS COULD BE YOUR NEW HOME, OR YOUR ""HOME AWAY FROM HOME!"" THIS WELL-MAINTAINED 12-UNIT BUILDING IS LOCATED IN THE PEACEFUL AREA IN THE GARDEN CITY OF NANAIMO. BACKING ONTO THE MILLSTONE RIVER & PARK, IT'S JUST A SHORT WALK TO THE SEAWALL, DOWNTOWN CORE & ALL AMENITIES. THIS NEAT & TIDY 1BDM/1BATH GROUND FLOOR UNIT HAS EVERYTHING YOU'LL NEED, INCL IN-UNIT LAUNDRY, LRG BEDROOM, 4 PC BATH, ANTIQUE SUGAR CRYSTAL LIGHTING W/ DIMMERS, WALL MIRRORS & WALL MOUNTED ELECTRIC FIREPLACE ( INSTALL WHERE YOU WISH.) THE BUILDING OFFERS AN ASSIGNED STORAGE LOCKER, FRONT DOOR INTERCOM, ASSIGNED PARKING & NUMEROUS UPDATES, (IE; NEW WINDOWS W/SCREENS, PATIO DOORS, RAILINGS, NEWER ROOF & EXTERIOR PAINT.) THE GROUNDS ARE LUSH WITH A VARIETY OF TREES CREATING ENORMOUS PRIVACY. WITH A FEW UPGRADES, THIS IS A RARE GEM AND VERY AFFORDABLE!","{'Property Tax': '$1,537 (2023)', 'Last Updated': 'Mon, July 10, 2023', 'MLS® #': '935371', 'Date Listed': 'Jun 19, 2023', 'Property Type': 'Condo', 'Square Footage': '537 SQFT', 'Subdivision': 'Mt Benson', 'Rooms': '5', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Cats OK, Dogs OK', 'Stories': '2', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Sewer': 'Sewer Connected', 'Parking Features': 'Additional Parking, Underground', 'Fireplace Features': 'Electric', 'Exterior Features': 'Balcony/Patio, Fencing: Partial'}"
"$825,000",3,4,"2,524","3971/3973 Trillium Lane, Nanaimo, BC, V9T 5K5","This freehold full duplex is a great investment for investors or family members to own together. With 3 bedrooms, 1.5 bathrooms on each side, you will be proud to own this Uplands area home. Both sides have been painted and have had updates over the years, with each side unique from the other. The tenants in 3971 ""white door"" side, have lived there for years and they would love to be able to stay! The roof is approx. 3 years old and side 3973 ""black door"" has had the windows upgraded. 3971 is paying $1650 no utilities and 3973 is paying $2050 no utilities. It's on a large, private yard, at just under 1/4 acre and is located at the end of a cul de sac on a peaceful road.  Walking distance to shopping, elementary schools, buses and Long Lake! 24 hours notice required for all showings.","{'Property Tax': '$3,980 (2021)', 'Last Updated': 'Thu, July 27, 2023', 'MLS® #': '938409', 'Date Listed': 'Jul 24, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,524 SQFT', 'Rooms': '12', 'Heating': 'Baseboard', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'None', 'Flooring': 'Basement Slab, Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, On Street', 'Exterior Features': 'Balcony/Patio'}"
"$1,089,999",4,4,"2,572","6524 Dover Rd, Nanaimo, BC, V9V 1A7","This exceptional one owner home exudes warmth & sophistication with a serene color palette and tasteful updates including custom millwork seen in wainscoting, quaint window seats, and built in cabinetry. The standout feature is a one bed authorized suite perfect for a loved one or tenant. It has it’s own patio, allowing for separation of space from the main home. The suite could also provide an opportunity for home based business, with it's own exterior access. The main floor hosts the living space & kitchen with access to the private backyard. Surrounded by mature hedges and parkland on one side and with a deck that runs the width of the home, there are limitless possibilities to entertain. Upstairs are three bedrooms, including the primary, a highlight of the home with luxurious ensuite, deck with oceanview, and two walk in closets. Located in the best school catchments and walking distance to an off leash dog park, tennis courts, and restaurants this is a perfect spot for a family.","{'Property Tax': '$5,626 (2023)', 'Last Updated': 'Mon, July 24, 2023', 'MLS® #': '937555', 'Date Listed': 'Jul 19, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,572 SQFT', 'Rooms': '18', 'Heating': 'Baseboard, Natural Gas, Radiant Floor', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle, Membrane', 'Sewer': 'Sewer Available', 'Parking Features': 'Driveway, Garage Double, RV Access/Parking, Other', 'Fireplace Features': 'Gas', 'Exterior Features': 'Balcony/Deck, Balcony/Patio, Fencing: Partial, Garden'}"
"$749,800",3,2,"2,553","412 Milton St, Nanaimo, BC, V9R 2L1","This is a life changing property that could help you build your wealth portfolio in a relatively short period of time! Zoned R14 for multi-family (up to 4 units with city permission) and sitting on a 10,000-square-foot lot with lane access, the possibilities are fantastic! A duplex, a coach house, a fourplex, a suited house and a carriage house?! Located in the heart of the Old City corridor, this is must see as there is tremendous potential and future value to be had here. This 3 bedroom house that used to have 3 bathrooms, would be easy to suite again, is massive in its feel and features an attractive rear deck to enjoy an ocean view from. This family-loved home for 20+ years is ready for a revamp, are you ready to invest in your future? Please inquire about showing times, and do not miss out!","{'Property Tax': '$3,894 (2022)', 'Last Updated': 'Sun, July 30, 2023', 'MLS® #': '938597', 'Date Listed': 'Jul 27, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,553 SQFT', 'Rooms': '15', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Full, Partially Finished', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway', 'Fireplace Features': 'Wood Burning'}"
"$699,000",N/A,0,Land,"376 Seventh St, Nanaimo, BC, V9R 1E2","Fully Serviced 13500 SF lot with 110.69' (Frontage) x 116.85'. Subdivide, rezone or build options are endless. Could qualify for row townhouses or medium density multifamily as well. Close to all ammenities, university, ferry, floatplanes, beaches, schools. This is definitely the one savy investor wants on their portfolio. All data to be verified by the buyer if fundamental to the purchase. Also MLS 933990","{'Property Tax': '$2,313 (2022)', 'Last Updated': 'Tue, June 13, 2023', 'MLS® #': '933992', 'Date Listed': 'Jun 7, 2023', 'Property Type': 'Vacant Land', 'Area': 'Nanaimo', 'Parking Features': 'On Site'}"
"$928,000",6,3,"2,753","502 Menzies Ridge Dr, Nanaimo, BC, V9R 0C4","Located in popular Hawthorne - close to Parkway, VIU, Aquatic Center, Downtown, Buttertubs Marsh & many walking trails. FABULOUS home + 2 bedroom legal suite. The spacious great room boast hardwood floors plus open to dining area & handy kitchen with custom stained maple cabinets, large island & pantry. L-shaped counter saves steps & make meal preparation easier for all of cooks in the house. Sliding glass door from the dining area leads to the spacious rear deck - ideal for summer grilling & alfresco dining. The master suite is designed for relaxation - it includes his & her closets and a built-in area for your TV. The 5 piece ensuite includes a walk-in shower and separate soaker tub. 2 additional spacious bedrooms share a 4-piece bathroom. The room off front entrance is perfect for professionals who occasionally work from home. A bright laundry room is found nearby. The suite has no connection to main house with its own entrance and laundry. All info is approximate to be verified.","{'Property Tax': '$5,550 (2023)', 'Last Updated': 'Mon, July 31, 2023', 'MLS® #': '938422', 'Date Listed': 'Jul 31, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,753 SQFT', 'Subdivision': 'HAWTHORNE', 'Rooms': '16', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Garage Double', 'Fireplace Features': 'Electric'}"
"$550,000",3,2,"1,850","2660 Willow Grouse Cres, Nanaimo, BC, V9T 3T6","Set on a large lot in the desirable Diver Lake neighbourhood, this home is ready for your design ideas. The spacious living room is open to the dining room and the kitchen overlooks the rear yard. There are two bedrooms on the main level and largely unfinished lower level. This is a great location near schools and amenities. All data and measurements are approx. and must be verified if fundamental.","{'Property Tax': '$3,840 (2022)', 'Last Updated': 'Fri, July 28, 2023', 'MLS® #': '938696', 'Date Listed': 'Jul 27, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,850 SQFT', 'Rooms': '13', 'Heating': 'Forced Air, Oil', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Full', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway'}"
"$2,990,000",3,3,"9,232","1180 Berry Point Rd, Gabriola Island, BC, V0R 1X1","Trophy Westcoast Oceanfront Property! 6 Acres of sprawling oceanfront on Gabriola Island with approximately 1400 feet of spectacular shoreline. A private walkway leads from the main residence along the natural peninsula to a gazebo with 360 degree views overlooking sandstone sculptures, abundant sea life and private beachfront where the pristine waters of Georgia Strait are framed by coastal snow-capped mountains. The Seller holds a Foreshore Lease which allows for dock. Located at the end of a no thru road, offering unparalleled privacy. The 4,105 sqft West Coast Style home features cathedral ceilings and floor to roof windows to enjoy the serene ocean views. Wood fireplaces in the living room and master bedroom create warmth and ambience as does the pellet stove on the low level. There is also a separate one bedroom apartment above the huge shop and 2 other garage/workshops. Indoor parking for 20 +cars, RV's, Boats etc. Easy ferry ride from Lower Mainland. (id:38686)","{'Property Tax': '$8,894', 'Last Updated': 'Tue, August 1, 2023', 'MLS® #': '918812', 'Date Listed': 'Nov 17, 2022', 'Property Type': 'Single Family', 'Square Footage': '9,232 SQFT', 'Heating': 'Heat Pump'}"
"$685,000",4,3,"2,406","721 Starling Pl, Nanaimo, BC, V9T 5R4","Welcome first-time home buyers & investors. As an affordable family home with 4 beds, 3 baths, and 2 living areas, there is room for everyone. The upstairs boasts 2 considerable bedrooms, 2 baths, large living space and kitchen. The kitchen looks out to the private back yard.  A fireplace sits in the living room for cold winter nights (get it serviced 1st). Suite potential is on the second floor and could be converted into a nice sized 2-bedroom suite for extra income. The sun streams in many of the windows providing tons of natural light. With a little TLC and your own touches, you could add great value to this home. This is a bare land strata with only 8 homes, on a quiet no-thru road and low monthly fee. This family home sits on the backside of Long Lake Heights and is the perfect location for access to shopping, school, and recreation. Easy to view!","{'Property Tax': '$3,359 (2022)', 'Last Updated': 'Sat, July 29, 2023', 'MLS® #': '938639', 'Date Listed': 'Jul 27, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,406 SQFT', 'Rooms': '14', 'Heating': 'Baseboard, Electric, Propane', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Stories': '0', 'Basement': 'Finished', 'Flooring': 'Laminate, Mixed, Tile', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, On Street', 'Fireplace Features': 'Propane', 'Exterior Features': 'Balcony/Deck, Fencing: Full', 'Building Features': 'Transit Nearby'}"
"$480,000",0,0,Land,"Lt 16 Sitka Grove, Gabriola Island, BC, V0R 1X1","Find Your Tranquility. Tucked away from the perpetual rush of the urban world lies Sitka Grove's Lot 16 - Banffshire, a private and tranquil haven nestled on Gabriola Island. The perfect blend of wilderness and sophistication, Sitka Grove is an exclusive neighbourhood offering an incredible array of large acred parcels and ocean view lots for sale. Calm yet connected, discover a serene oasis in the heart of Canada’s rugged West Coast. Sitka Grove is located on the north end of Gabriola Island, one of British Columbia’s most charming Gulf Islands communities. While offering all the benefits of a remote escape, Gabriola is just a 20-minute ferry trip to Nanaimo Harbour and serviced by 15-minute seaplane flights to Vancouver International Airport. Known as the Isle of the Arts, Gabriola is home to a diverse community of artists, makers and innovators. GST Applicable. Price includes drilled Well. Verify all data and measurements if deemed important.","{'Property Tax': '$1,552 (2022)', 'Last Updated': 'Thu, March 16, 2023', 'MLS® #': '922046', 'Date Listed': 'Jan 24, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Stories': '0', 'Area': 'Islands', 'Sewer': 'Septic System', 'Parking Features': 'Open'}"
"$375,000",1,bath,"1,008","431 Maple St, Nanaimo, BC, V9S 2J4","It’s a 5 minute walk to the new Sealand Market as well as  the new changes to waterfront lands along Stewart Ave, not to mention BC Ferries AND, it backs onto a park. Great piece of land, waiting for you to create your own magic. Currently home to a small 1,000 square foot home.","{'Property Tax': '$2,789 (2022)', 'Last Updated': 'Wed, July 26, 2023', 'MLS® #': '938352', 'Date Listed': 'Jul 24, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,008 SQFT', 'Rooms': '7', 'Heating': 'Electric', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'None', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'On Street', 'Fireplace Features': 'Wood Burning Stove'}"
"$799,000",0,0,Land,"1663 Cedar Rd, Nanaimo, BC, V9X 1L4","Rare Nanaimo Riverfront property. Unused septic allowing for a six bedroom home was installed in the 1990's and never connected ( No records on file with Island Health) prudent buyer will investigate it's current suitability for their intended use. Cedar water is to the lot line buyer to verify connection requirements and costs. This spectacular riverfront lot is approximately 37113 sqft (0.852 ac) with 100 feet of frontage according to recent BC Assessment data, (if exact size is important then buyer advised to do survey). Gently sloping with lots of sunshine. Great swimming area of the Nanaimo River and you will love the flat sunning area on the rocks right at the river edge. Shopping and schools are conveniently located. Seldom do lots of this quality arrive on the market due to their scarcity. Show and sell!!","{'Property Tax': '$1,607 (2022)', 'Last Updated': 'Tue, May 23, 2023', 'MLS® #': '926720', 'Date Listed': 'Mar 16, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Nanaimo', 'Sewer': 'Septic System'}"
"$1,349,000",5,4,"3,446","1542 Knight Court Rd, Nanaimo, BC, V9T 4N4","Breath taking ocean view. This Bright and tastefully updater home is just what you are looking for. Professionally rebuilt, Ocean and Mountain view large wraparound deck that you can spent anytime of day or night looking over Departure Bay. Maine floor South facing bright and open concept living room with huge floor to ceiling windows a high cedar vaulted ceiling. Engineered flooring throughout. New tastefully designed kitchen & Quartz countertops with new appliance. Oversize primary bedroom with 4 Pcs on-suite and a large walk-in closet. Tastefully renovated main bathroom with heated floors just next to the other 2 large bedrooms. 
Downstairs another large bedroom with a gas fireplace and a renovated bathroom can easily be added to existing legal suite to make it a 2 BR suite. cheerfully landscaped private backyard. And you get the trampoline as a bonus. Don’t miss the chance of owning This very uniquely built large family home with in desirable neighbourhood of Sherwood Forest.","{'Property Tax': '$5,795 (2023)', 'Last Updated': 'Mon, July 3, 2023', 'MLS® #': '934716', 'Date Listed': 'Jun 15, 2023', 'Property Type': 'Single Family', 'Square Footage': '3,446 SQFT', 'Rooms': '22', 'Heating': 'Baseboard, Electric, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full', 'Flooring': 'Mixed, Wood', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer To Lot', 'Parking Features': 'Driveway, Garage', 'Fireplace Features': 'Gas', 'Exterior Features': 'Balcony/Deck'}"
"$409,000",2,2,"1,006","40-285 Harewood Rd, Nanaimo, BC, V9R 2Z1","Welcome Home to the Conveniently located Maple Tree Village, mere minutes from the University Village Mall & VIU! This immaculate townhome offers 1006 sqft with 2 beds & 1.5 baths. With beautiful updates throughout, the sellers have lovingly made it their own. Simply move in and enjoy! The smart layout maximizes square footage and flows nicely with an updated galley kitchen anchoring the main floor, with a comfortable dining area on one side, and a cozy and stylish living room on the far side, with easy access to your own private patio and yard! Perfect for your own private family time. This location doesn't get much better with sports fields, Colliery dam park, shopping, and all levels of school within walking distance! Strata is well kept! No age or rental restrictions, some pet restrictions, & dedicated parking, make this the ideal package if you’re looking for an affordable family home or for an investment opportunity in a great location. Verify data & measurements if important.","{'Property Tax': '$1,816 (2022)', 'Last Updated': 'Wed, July 26, 2023', 'MLS® #': '938165', 'Date Listed': 'Jul 21, 2023', 'Property Type': 'Townhome', 'Square Footage': '1,006 SQFT', 'Subdivision': 'Maple Tree Village', 'Rooms': '10', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Birds, Caged Mammals, Cats OK, Number Limit', 'Stories': '2', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Open', 'Exterior Features': 'Balcony/Patio, Fencing: Full'}"
